state_abb,D0,D1,D2,D3,D4
WA,0.0,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0
MT,0.0,0.0,0.0,0.0,0.0
NE,0.0,0.0,0.0,0.0,0.0
ID,0.0,0.0,0.0,0.0,0.0
MT,0.0,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
AK,25.36,35.89,28.61,2.37,0.0
DC,23.85,0.0,0.0,0.0,0.0
MA,0.0,0.0,0.0,0.0,0.0
NJ,0.0,0.0,0.0,0.0,0.0
WV,0.0,0.0,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
NE,0.0,0.0,0.0,0.0,0.0
CT,34.2,12.78,28.38,4.84,0.0
VT,0.0,0.0,0.0,0.0,0.0
DC,21.72,35.49,0.0,0.0,0.0
ME,0.0,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
SD,0.0,0.0,0.0,0.0,0.0
ID,0.0,0.0,0.0,0.0,0.0
HI,0.0,0.0,0.0,0.0,0.0
NV,0.0,0.0,0.0,0.0,0.0
CT,0.55,99.21,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
CO,0.0,0.0,0.0,0.0,0.0
WA,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
AR,28.1,62.11,9.78,0.0,0.0
WV,0.0,0.0,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
AK,0.0,2.95,32.5,54.0,10.55
GA,0.0,0.0,0.0,0.0,0.0
DE,0.28,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0
KY,0.0,0.0,0.0,0.0,0.0
MS,0.0,0.0,0.0,0.0,0.0
MA,0.0,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
AR,0.0,27.9,20.45,31.18,20.47
AR,28.13,5.01,7.62,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
MA,0.0,0.0,0.0,0.0,0.0
DC,13.23,24.62,28.92,15.93,7.79
MT,0.0,0.0,0.0,0.0,0.0
VT,0.0,0.0,0.0,0.0,0.0
MS,0.0,0.0,0.0,0.0,0.0
NY,0.0,0.0,0.0,0.0,0.0
KY,0.0,0.0,0.0,0.0,0.0
CT,11.96,28.08,15.06,0.0,0.0
FL,0.0,0.0,0.0,0.0,0.0
DE,4.32,6.35,0.0,0.0,0.0
WI,0.0,0.0,0.0,0.0,0.0
MD,0.0,0.0,0.0,0.0,0.0
NH,0.0,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0
FL,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
MA,0.0,0.0,0.0,0.0,0.0
NJ,0.0,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
NH,0.0,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
WI,0.0,0.0,0.0,0.0,0.0
ID,0.0,0.0,0.0,0.0,0.0
MT,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
CT,54.61,39.22,5.36,0.81,0.0
MT,0.0,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
IN,0.0,0.0,0.0,0.0,0.0
NV,0.0,0.0,0.0,0.0,0.0
MA,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
CO,0.0,18.48,34.95,46.57,0.0
LA,0.0,0.0,0.0,0.0,0.0
KY,0.0,0.0,0.0,0.0,0.0
NC,0.0,0.0,0.0,0.0,0.0
WI,0.0,0.0,0.0,0.0,0.0
IN,0.0,0.0,0.0,0.0,0.0
NJ,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
WI,0.0,0.0,0.0,0.0,0.0
CT,34.13,11.32,32.37,0.19,0.0
KY,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0
AR,10.98,20.19,45.38,23.46,0.0
MS,0.0,0.0,0.0,0.0,0.0
ID,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
NY,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
MO,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
SD,0.0,0.0,0.0,0.0,0.0
VT,0.0,0.0,0.0,0.0,0.0
NV,0.0,0.0,0.0,0.0,0.0
NJ,0.0,0.0,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
PA,0.0,0.0,0.0,0.0,0.0
MO,0.0,0.0,0.0,0.0,0.0
OH,0.0,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
ME,0.0,0.0,0.0,0.0,0.0
MN,0.0,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0
MA,0.0,0.0,0.0,0.0,0.0
NJ,0.0,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
WI,0.0,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
FL,0.0,0.0,0.0,0.0,0.0
AZ,0.0,0.64,99.36,0.0,0.0
NC,0.0,0.0,0.0,0.0,0.0
PA,0.0,0.0,0.0,0.0,0.0
ID,0.0,0.0,0.0,0.0,0.0
WI,0.0,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0
DC,0.82,5.3,37.29,50.92,5.67
IL,0.0,0.0,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0
AZ,48.95,36.48,0.0,0.0,0.0
DE,60.55,1.52,0.0,0.0,0.0
NH,0.0,0.0,0.0,0.0,0.0
IN,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
WI,0.0,0.0,0.0,0.0,0.0
CA,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
AL,22.2,41.26,22.71,12.31,0.0
MA,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
MA,0.0,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
NY,0.0,0.0,0.0,0.0,0.0
WA,0.0,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
DC,28.22,10.91,14.95,1.85,0.0
ND,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
MD,0.0,0.0,0.0,0.0,0.0
FL,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
MN,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
AL,5.04,0.63,0.0,0.0,0.0
UT,0.0,0.0,0.0,0.0,0.0
CA,7.93,0.0,0.0,0.0,0.0
MN,0.0,0.0,0.0,0.0,0.0
WV,0.0,0.0,0.0,0.0,0.0
MO,0.0,0.0,0.0,0.0,0.0
ID,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
SD,0.0,0.0,0.0,0.0,0.0
CT,38.68,13.69,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
AK,44.49,22.98,8.3,0.0,0.0
VT,0.0,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0
AK,24.29,5.81,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
AL,0.0,0.0,0.0,0.0,0.0
MD,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
NC,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
KY,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
IN,0.0,0.0,0.0,0.0,0.0
MS,0.0,0.0,0.0,0.0,0.0
OH,0.0,0.0,0.0,0.0,0.0
AL,0.0,0.0,0.0,0.0,0.0
NH,0.0,0.0,0.0,0.0,0.0
MA,0.0,0.0,0.0,0.0,0.0
OK,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
MO,0.0,0.0,0.0,0.0,0.0
WA,0.0,0.0,0.0,0.0,0.0
MT,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0
NV,0.0,0.0,0.0,0.0,0.0
WI,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
AK,1.84,44.62,53.54,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0
NH,0.0,0.0,0.0,0.0,0.0
NY,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
AL,0.25,0.0,0.0,0.0,0.0
MD,0.0,0.0,0.0,0.0,0.0
DC,14.61,17.72,12.26,3.7,0.0
LA,0.0,0.0,0.0,0.0,0.0
NY,0.0,0.0,0.0,0.0,0.0
AL,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
CT,36.35,7.55,2.61,0.69,0.0
OR,0.0,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
DC,0.03,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
CT,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
MN,0.0,0.0,0.0,0.0,0.0
NE,0.0,0.0,0.0,0.0,0.0
OH,0.0,0.0,0.0,0.0,0.0
AR,24.11,40.33,23.52,4.04,0.0
WA,0.0,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0
DE,0.0,0.0,0.0,0.0,0.0
MT,0.0,0.0,0.0,0.0,0.0
CO,0.0,0.0,0.0,0.0,0.0
MO,0.0,0.0,0.0,0.0,0.0
NV,0.0,0.0,0.0,0.0,0.0
WI,0.0,0.0,0.0,0.0,0.0
SD,0.0,0.0,0.0,0.0,0.0
OH,0.0,0.0,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0
HI,0.0,0.0,0.0,0.0,0.0
ID,0.0,0.0,0.0,0.0,0.0
NV,0.0,0.0,0.0,0.0,0.0
HI,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
MO,0.0,0.0,0.0,0.0,0.0
MO,0.0,0.0,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
NC,0.0,0.0,0.0,0.0,0.0
FL,0.0,0.0,0.0,0.0,0.0
ME,0.0,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
DC,6.22,0.0,0.0,0.0,0.0
CO,59.79,19.13,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
WI,0.0,0.0,0.0,0.0,0.0
NH,0.0,0.0,0.0,0.0,0.0
WV,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
PA,0.0,0.0,0.0,0.0,0.0
AL,0.0,0.0,0.0,0.0,0.0
NH,0.0,0.0,0.0,0.0,0.0
AR,0.0,0.0,0.0,0.0,0.0
NE,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
OK,0.0,0.0,0.0,0.0,0.0
UT,0.0,0.0,0.0,0.0,0.0
MA,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
CO,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
ID,0.0,0.0,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
NY,0.0,0.0,0.0,0.0,0.0
NV,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
WV,0.0,0.0,0.0,0.0,0.0
PA,0.0,0.0,0.0,0.0,0.0
WI,0.0,0.0,0.0,0.0,0.0
NH,0.0,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
NY,0.0,0.0,0.0,0.0,0.0
AR,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
ID,0.0,0.0,0.0,0.0,0.0
ME,0.0,0.0,0.0,0.0,0.0
WV,0.0,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
NH,0.0,0.0,0.0,0.0,0.0
MN,0.0,0.0,0.0,0.0,0.0
DC,51.25,39.88,0.0,0.0,0.0
UT,0.0,0.0,0.0,0.0,0.0
MN,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
OK,0.0,0.0,0.0,0.0,0.0
DC,0.0,81.72,18.28,0.0,0.0
CT,15.8,0.0,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
ID,0.0,0.0,0.0,0.0,0.0
ME,0.0,0.0,0.0,0.0,0.0
MN,0.0,0.0,0.0,0.0,0.0
MO,0.0,0.0,0.0,0.0,0.0
IN,0.0,0.0,0.0,0.0,0.0
FL,0.0,0.0,0.0,0.0,0.0
MD,0.0,0.0,0.0,0.0,0.0
ME,0.0,0.0,0.0,0.0,0.0
AL,24.45,17.09,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
NV,0.0,0.0,0.0,0.0,0.0
AR,16.31,26.48,52.15,3.71,0.0
IA,0.0,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0
MS,0.0,0.0,0.0,0.0,0.0
AR,20.76,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
NV,0.0,0.0,0.0,0.0,0.0
NY,0.0,0.0,0.0,0.0,0.0
AK,15.44,46.64,34.16,3.76,0.0
IA,0.0,0.0,0.0,0.0,0.0
UT,0.0,0.0,0.0,0.0,0.0
MN,0.0,0.0,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0
MT,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
IN,0.0,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
CT,0.0,0.0,0.0,0.0,0.0
IN,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
MT,0.0,0.0,0.0,0.0,0.0
MD,0.0,0.0,0.0,0.0,0.0
OK,0.0,0.0,0.0,0.0,0.0
MS,0.0,0.0,0.0,0.0,0.0
AK,45.04,1.91,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
AR,17.44,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
NE,0.0,0.0,0.0,0.0,0.0
MA,0.0,0.0,0.0,0.0,0.0
MO,0.0,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
CT,16.84,39.42,19.47,23.3,0.0
AZ,3.09,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
FL,0.0,0.0,0.0,0.0,0.0
NJ,0.0,0.0,0.0,0.0,0.0
WA,0.0,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
AZ,0.0,0.0,0.0,0.0,0.0
AK,15.96,13.16,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
NE,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
ME,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
WV,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
MT,0.0,0.0,0.0,0.0,0.0
MO,0.0,0.0,0.0,0.0,0.0
AR,0.0,0.0,0.0,0.0,0.0
AK,13.13,11.41,11.24,4.51,0.92
LA,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
DC,17.24,2.06,0.0,0.0,0.0
UT,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
HI,0.0,0.0,0.0,0.0,0.0
KY,0.0,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0
AL,0.0,0.0,0.0,0.0,0.0
WI,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
WA,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
DE,0.31,0.0,0.0,0.0,0.0
MA,0.0,0.0,0.0,0.0,0.0
OK,0.0,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
ME,0.0,0.0,0.0,0.0,0.0
WA,0.0,0.0,0.0,0.0,0.0
MA,0.0,0.0,0.0,0.0,0.0
KY,0.0,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0
CT,29.85,29.28,16.32,20.34,0.0
AL,19.88,20.85,24.2,5.22,0.0
NC,0.0,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
NH,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
ID,0.0,0.0,0.0,0.0,0.0
VT,0.0,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
CA,20.61,4.6,4.51,0.0,0.0
AK,21.07,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
OH,0.0,0.0,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
AZ,0.0,0.0,0.0,0.0,0.0
NC,0.0,0.0,0.0,0.0,0.0
OH,0.0,0.0,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
WV,0.0,0.0,0.0,0.0,0.0
MT,0.0,0.0,0.0,0.0,0.0
MN,0.0,0.0,0.0,0.0,0.0
VT,0.0,0.0,0.0,0.0,0.0
HI,0.0,0.0,0.0,0.0,0.0
MD,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
NJ,0.0,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0
KY,0.0,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
MO,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
MA,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
AZ,14.49,72.42,6.08,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
DC,30.22,49.95,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
WV,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
PA,0.0,0.0,0.0,0.0,0.0
OK,0.0,0.0,0.0,0.0,0.0
HI,0.0,0.0,0.0,0.0,0.0
CA,33.49,30.43,23.21,9.01,0.0
CA,20.7,18.49,23.31,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
IN,0.0,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
MA,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
MS,0.0,0.0,0.0,0.0,0.0
NC,0.0,0.0,0.0,0.0,0.0
ME,0.0,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
MN,0.0,0.0,0.0,0.0,0.0
WV,0.0,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0
KY,0.0,0.0,0.0,0.0,0.0
NE,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
NY,0.0,0.0,0.0,0.0,0.0
VT,0.0,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
DC,4.76,0.0,0.0,0.0,0.0
MS,0.0,0.0,0.0,0.0,0.0
WA,0.0,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
NV,0.0,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0
ME,0.0,0.0,0.0,0.0,0.0
NC,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
DC,43.51,0.0,0.0,0.0,0.0
NV,0.0,0.0,0.0,0.0,0.0
MS,0.0,0.0,0.0,0.0,0.0
AK,23.79,3.39,6.75,0.0,0.0
MO,0.0,0.0,0.0,0.0,0.0
PA,0.0,0.0,0.0,0.0,0.0
IN,0.0,0.0,0.0,0.0,0.0
NC,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
WA,0.0,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
UT,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0
CA,34.89,8.64,0.0,0.0,0.0
WI,0.0,0.0,0.0,0.0,0.0
AK,26.29,18.17,7.61,1.51,0.0
RI,0.0,0.0,0.0,0.0,0.0
WV,0.0,0.0,0.0,0.0,0.0
MT,0.0,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
NC,0.0,0.0,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
NE,0.0,0.0,0.0,0.0,0.0
FL,0.0,0.0,0.0,0.0,0.0
WV,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
AK,0.0,0.0,0.0,0.0,0.0
AZ,28.04,19.69,16.66,0.3,0.0
NM,0.0,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
FL,0.0,0.0,0.0,0.0,0.0
NJ,0.0,0.0,0.0,0.0,0.0
IN,0.0,0.0,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0
CA,11.12,0.0,0.0,0.0,0.0
ID,0.0,0.0,0.0,0.0,0.0
NE,0.0,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0
OH,0.0,0.0,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
CT,5.61,6.43,0.0,0.0,0.0
AR,72.62,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
CT,5.12,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0
VT,0.0,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
MO,0.0,0.0,0.0,0.0,0.0
AR,25.81,18.76,13.56,4.03,0.0
TX,0.0,0.0,0.0,0.0,0.0
NY,0.0,0.0,0.0,0.0,0.0
MO,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
AZ,0.0,0.0,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0
ME,0.0,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
WI,0.0,0.0,0.0,0.0,0.0
DE,0.0,0.0,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
KY,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
OK,0.0,0.0,0.0,0.0,0.0
MN,0.0,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0
NC,0.0,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
UT,0.0,0.0,0.0,0.0,0.0
AK,0.0,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0
NC,0.0,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
MS,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
PA,0.0,0.0,0.0,0.0,0.0
DE,0.0,0.0,0.0,0.0,0.0
CO,49.89,45.34,4.77,0.0,0.0
CA,0.0,0.0,0.0,0.0,0.0
AK,7.68,26.98,31.03,34.31,0.0
TN,0.0,0.0,0.0,0.0,0.0
